Datum 1. registrace,Datum 1. registrace v ČR,ZTP,ES/EU,Druh vozidla,Druh vozidla 2. ř.,Kategorie vozidla,Tovární značka,Typ,Varianta,Verze,VIN,Obchodní označení,Výrobce vozidla,Výrobce motoru,Typ motoru,Max. výkon [kW] / [min⁻¹],Palivo,Zdvihový objem [cm³],Plně elektrické vozidlo,Hybridní vozidlo,Třída hybridního vozidla,Emisní limit [EHKOSN/EHSES],Stupeň plnění emisní úrovně,Korigovaný součinitel absorbce [m⁻¹],CO2 město /mimo město/kombinované [g.km-1],Specifické CO2,Snížení emisí – NEDC,Snížení emisí – WLTP,Spotřeba předpis,Spotřeba město /mimo město/kombinovaná [l.100km⁻¹],Spotřeba při rychlosti [l.100 km⁻¹],Spotřeba el. mobil [Wh/km] – Z,Dojezd ZR [km],Výrobce karoserie,Druh (typ),Výrobní číslo karoserie,Barva,Barva doplňková,Počet míst celkem / k sezení / k stání,Celková délka/šířka/výška [mm],Rozvor [mm],Rozchod [mm],Provozní hmotnost,Největší technicky přípustná/povolená hmotnost [kg],Největší technicky přípustná/povolená hmotnost na nápravu [kg],Největší technicky přípustná/povolená hmotnost přípojného vozidla [kg] brzděného,Největší technicky přípustná/povolená hmotnost přípojného vozidla [kg] nebrzděného,Největší technicky přípustná/povolená hmotnost jízdní soupravy [kg],Hmotnosti vozidla při testu WLTP,Průměrná hodnota užitečného zatížení,Spojovací zařízení - druh,Počet náprav - z toho poháněných,Kola a pneumatiky na nápravě - rozměry/montáž [N.1; N.2; N.3; N.4],Vnější hluk vozidla [dB(A)] - stojícího při ot. [min⁻¹],Za jízdy,Nejvyšší rychlost [km.h⁻¹],Poměr Výkon/Hmotnost [kW.kg⁻¹],Inovativní technologie,Stupeň dokončení,Faktor odchylky - DE,Faktor verifikace - Vf,Účel vozidla,Další záznamy,Alternativní provedení,Číslo TP,Číslo ORV,Druh RZ,Zařazení vozidla,Status,PČV,ABS,Airbag,ASR,Brzdy nouzová,Brzdy odlehčovací,Brzdy parkovací,Brzdy provozní,Doplňkový text na TP,Hmotnosti provozní Do,Hmotnosti zatížení SZ,Hmotnosti zatížení SZ typ,Hydropohon,Objem cisterny,Zatížení střechy,Číslo motoru,Nejvyšší rychlost omezení,Ovládání brzd SZ,Ovládání brzd SZ druh,Retarder,Rok výroby,Délka do,Ložná délka,Ložná šířka,Výška do,Typ kód,RM zániku,Stupeň autonomity vozidla,Varianta RZ
1973-05-14,1973-05-14,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,952930,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,952930,ŽLUTÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AD097757,,OSOBNÍ,RSV,ZÁNIK,1611,False,,False,False,False,True,True,,,,,,0,0,950678/8,,,,,1973,,0,0,,722,,Neuvedeno,
1969-01-01,1992-06-12,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,1340307,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1340307,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AC833987,,OSOBNÍ,RSV,ZÁNIK,1612,False,,False,False,False,True,True,Tažné zařízení-iso-č:1/7 5203                   otp  za ztrátu aaa 661 586,,,,,0,0,491140/8,,,,,1969,,0,0,,722,JABLONEC NAD NISOU,Neuvedeno,
1974-03-14,1974-03-14,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,1208539,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1208539,ZELENÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AD349451,,OSOBNÍ,RSV,ZÁNIK,1613,False,,False,False,False,True,True,,,,,,0,0,209363/8,,,,,1974,,0,0,,722,PŘEROV,Neuvedeno,
1969-10-01,1969-10-01,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,465901,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,465901,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AC443424,AAE364425,OSOBNÍ,RSV,PROVOZOVANÉ,1614,False,,False,False,False,True,True,číslo OTP AAB950994,,,,,0,0,459856/8,,,,,1969,,0,0,,722,,Neuvedeno,
1987-03-17,1987-03-17,1124,,OSOBNÍ AUTOMOBIL,.,M1,.,"VAZ 21061 / ",,,H1645618,.,.,.,VAZ 2103,0 / 0,BA 96,1452,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,H1645618,ŽLUTÁ-PASTEL,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",1045,1445/ 1445,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AI133994,,OSOBNÍ,RSV,VÝVOZ,1615,,,,False,False,False,False,SBEžNEV ALEXANDR 02.07.1967                     UKRAJINA DNEPROPETROVSK KOMSOMOLSKá 74B29,,,,,0,0,9328424,,,,,1987,,0,0,,,,Neuvedeno,
1973-10-08,1973-10-08,551,,OSOBNÍ AUTOMOBIL,.,M1,.,"WARTBURG 353.1 / ",,,2132028,.,.,.,353.1,0 / 0,BA 90,992,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,2132028,ČERVENÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",905,1300/ 1300,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AD180536,BAB191135,OSOBNÍ,RSV,ZÁNIK,1616,,,,False,False,False,False,barva:khaki,,,,,0,0,2117373,,,,,1973,,0,0,,,PELHŘIMOV,Neuvedeno,
1973-04-05,1973-04-05,551,,OSOBNÍ AUTOMOBIL,.,M1,.,"WARTBURG 353.1 / ",,,08-7409,.,.,.,353.1,0 / 0,BA 90,992,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,08-7409,MODROZEL-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",905,1300/ 1300,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AD178555,AAE593521,OSOBNÍ,RSV,ZÁNIK,1617,,,,False,False,False,False,tažné zařízení v.č. 785,,,,,0,0,1/12-772,,,,,1973,,0,0,,,MD (vozidlo bez RM),Neuvedeno,
1976-01-01,1988-11-22,551,,OSOBNÍ AUTOMOBIL,.,M1,.,"WARTBURG 353 / ",,,1290388,.,.,.,353.1,0 / 0,BA 90,992,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,1290388,BÍLÁ,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",920,1320/ 1320,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AE098623,,OSOBNÍ,RSV,ZÁNIK,1618,,,,False,False,False,False,,,,,,0,0,11-28403,,,,,1976,,0,0,,,TÁBOR,Neuvedeno,
1976-01-01,1982-06-04,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,9096820,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,9096820,ZELENÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AE164996,,OSOBNÍ,RSV,ZÁNIK,1619,False,,False,False,False,True,True,,,,,,0,0,613530/8,,,,,1976,,0,0,,722,STRAKONICE,Neuvedeno,
1973-07-09,1973-07-09,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,107223,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,107223,HNĚDÁ-SVĚTLÁ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AD125752,,OSOBNÍ,RSV,ZÁNIK,1620,False,,False,False,False,True,True,závěs v.č.0266                                  upřesnění barvy:hněĎ-zlatá,,,,,0,0,104297/8,,,,,1973,,0,0,,722,BRANDÝS NAD LABEM-STARÁ BOLESLAV,Neuvedeno,
1978-01-01,1981-02-19,1047-002-82,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 120 / ",,,2106441,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12,38 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,2106441,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4160/ 1595/ 1400,2400,"/ / / ",855,1255/ 1255,530/ 530|725/ 725|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 SR 13/ 4.5J X 13|165 SR 13/ 4.5J X 13|/ |/ |,0/ 0,80,132,0,,,,,,,,AE911674,AAE464381,OSOBNÍ,RSV,ZÁNIK,1621,False,,False,True,False,True,True,,,,,,0,50,923500/2,,,,,1978,,0,0,,,HOŘICE,Neuvedeno,
1974-03-21,1974-03-21,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,1212048,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1212048,MODRÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AD350606,,OSOBNÍ,RSV,ZÁNIK,1622,False,,False,False,False,True,True,,,,,,0,0,210846/8,,,,,1974,,0,0,,722,PŘEROV,Neuvedeno,
1973-05-28,1973-05-28,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 100,722,,986300,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35.3 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,986300,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AD121338,UAR977801,STD. SILNIČNÍ,RSV,ZÁNIK,1623,False,,False,False,False,True,True,"EKOL. POPLATEK NEPLACEN, ZTP/P",,,,False,,0,984019/8,,,,False,1973,,0,0,,100,NÝŘANY,Neuvedeno,101
1971-01-01,1985-03-11,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,671776,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,671776,ČERVENÁ-TMAVÁ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AC756303,,OSOBNÍ,RSV,ZÁNIK,1624,False,,False,False,False,True,True,,,,,,0,0,658323/8,,,,,1971,,0,0,,722,VALAŠSKÉ MEZIŘÍČÍ,Neuvedeno,
1980-01-01,1980-01-01,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,H3481358,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,H3481358,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AG103864,BAA255191,OSOBNÍ,RSV,ZÁNIK,1625,False,,False,True,False,True,True,4/04,,,,,0,50,354304/2,,,,,1980,,0,0,,TMB12M00L,TŘEBOŇ,Neuvedeno,
1976-01-01,1979-01-01,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,1550125,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1550125,ŽLUTÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AE158272,AAC549293,OSOBNÍ,RSV,ZÁNIK,1626,False,,False,False,False,True,True,,,,,,0,0,555659/8,,,,,1976,,0,0,,722,MD (vozidlo bez RM),Neuvedeno,
1988-04-22,1988-04-22,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,3616176,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,3616176,MODRÁ-SVĚTLÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AI642098,AAD312395,OSOBNÍ,RSV,ZÁNIK,1627,False,,False,True,False,True,True,"depozit 0281/01,otrp + spz odebrány",,,,,0,50,5809690/120,,,,,1988,,0,0,,TMB12M00L,KLADNO,Neuvedeno,
1994-05-19,1994-05-19,,,OSOBNÍ AUTOMOBIL,,M1,ŠKODA,"ŠKODA 135 LXI FAVORIT TMBAEF200 / ",,,TMBAEF200R0867002,FAVORIT,.,.,781.135 B KAT,0 / 0,BA 91 B,1289,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,SAMON. UZAVŘENÁ SZ,TMBAEF200R0867002,ČERVENÁ-TMAVÁ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",875,1325/ 1325,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,Běžný provoz,,,AL768623,PAP,STD. SILNIČNÍ,RSV,PROVOZOVANÉ,1628,False,,False,False,False,False,False,ZÁNIK ČJ 360/2019,,,,False,,0,1901695/135B,,,,False,1993,,0,0,,,,Neuvedeno,101
1988-01-01,1992-04-06,1872,,OSOBNÍ AUTOMOBIL,.,M1,.,"OLTCIT CLUB 11 R / ",,,UU2TAOBQ,.,.,.,G 11/631,0 / 0,BA 96,1129,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,UU2TAOBQ,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AI607287,,VÝVOZ DO CIZINY,RSV,VÝVOZ,1629,,,,False,False,False,False,vývoz z české republiky - roman vovkovych                                 11.08.1967            ivano-frankivská obl. ukrajina,,,,,0,0,069381,,,,,1988,,0,0,,,,Neuvedeno,
1987-01-01,1988-10-03,1872,,OSOBNÍ AUTOMOBIL,.,M1,.,"OLTCIT CLUB 11 R / ",,,1943,.,.,.,G 11/631,0 / 0,BA 96,1129,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,1943,HNĚDÁ-TMAVÁ,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AI556505,,OSOBNÍ,RSV,ZÁNIK,1630,,,,False,False,False,False,,,,,,0,0,060849,,,,,1987,,0,0,,,LIBEREC,Neuvedeno,
1977-01-01,1979-02-12,656,,OSOBNÍ AUTOMOBIL,.,M1,.,"FIAT 125 P 1300 / ",,,696732,.,.,.,116 C.076,0 / 0,BA 96,1295,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,696732,HNĚDÁ-SVĚTLÁ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",1000,1400/ 1400,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AE283564,,OSOBNÍ,RSV,ZÁNIK,1631,,,,False,False,False,False,záv. zařízení č. 2639a,,,,,0,0,237906,,,,,1977,,0,0,,,HOŘOVICE,Neuvedeno,
1985-01-01,1993-01-11,,,OSOBNÍ AUTOMOBIL,.,M1,.,"AUDI 90 2.0 / ",,,WAUZZZ81ZFA073556,.,.,.,AUDI 2.0 I,0 / 0,BA 95 B,1970,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,WAUZZZ81ZFA073556,ŠEDÁ-METAL,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",1060,1520/ 1520,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AL176346,AAA608535,OSOBNÍ,RSV,ZÁNIK,1632,,,,False,False,False,False,Dovoz SRN. Slož.č. 05403 Zedne 5.1.1993.        OTP AAA 600874,,,,,0,0,JSI031167,,,,,1985,,0,0,,,NOVÝ BOR,Neuvedeno,
1980-01-01,1981-09-21,1063,,OSOBNÍ AUTOMOBIL,.,M1,.,"MOSKVIČ 2138 / ",,,42070,.,.,.,408,0 / 0,BA 90,1357,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,42070,BÍLÁ,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",1045,1440/ 1440,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AG181015,,OSOBNÍ,RSV,VÝVOZ,1633,,,,False,False,False,False,"Vasyl Kouchar,*4.1.1965,Bandery 15,Stebnik,     Lvovská Oblast 293770",,,,,0,0,20141,,,,,1980,,0,0,,,,Neuvedeno,
1980-01-01,1987-05-11,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,A2247632,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,A2247632,BÍLÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AG088257,,OSOBNÍ,RSV,ZÁNIK,1634,False,,False,True,False,True,True,,,,,,0,50,268516/2,,,,,1980,,0,0,,TMB12M00L,JABLONEC NAD NISOU,Neuvedeno,
1969-01-01,1990-05-30,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,837615,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,837615,ŠEDÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AC455270,AAC650897,OSOBNÍ,RSV,PROVOZOVANÉ,1635,False,,False,False,False,True,True,SPZ DOB 66-29 BYLY SEšROTOVáNY NA DI DNE 17.6.99,,,,,0,0,831214/8,,,,,1969,,0,0,,722,,Neuvedeno,
1986-06-17,1986-06-17,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,TMB12M00LH3517542,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,TMB12M00LH3517542,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AI083863,AAC012514,OSOBNÍ,RSV,VYŘAZENO Z PROVOZU,1636,False,,False,True,False,True,True,Minulý podvozek č. TMB12M00LG3302453            ODCIZENO !! Čj.:ORJC-98/SO-Tč-96,,,,,0,50,473394/2,,,,,1986,,0,0,,TMB12M00L,,Neuvedeno,
