Datum 1. registrace,Datum 1. registrace v ČR,ZTP,ES/EU,Druh vozidla,Druh vozidla 2. ř.,Kategorie vozidla,Tovární značka,Typ,Varianta,Verze,VIN,Obchodní označení,Výrobce vozidla,Výrobce motoru,Typ motoru,Max. výkon [kW] / [min⁻¹],Palivo,Zdvihový objem [cm³],Plně elektrické vozidlo,Hybridní vozidlo,Třída hybridního vozidla,Emisní limit [EHKOSN/EHSES],Stupeň plnění emisní úrovně,Korigovaný součinitel absorbce [m⁻¹],CO2 město /mimo město/kombinované [g.km-1],Specifické CO2,Snížení emisí – NEDC,Snížení emisí – WLTP,Spotřeba předpis,Spotřeba město /mimo město/kombinovaná [l.100km⁻¹],Spotřeba při rychlosti [l.100 km⁻¹],Spotřeba el. mobil [Wh/km] – Z,Dojezd ZR [km],Výrobce karoserie,Druh (typ),Výrobní číslo karoserie,Barva,Barva doplňková,Počet míst celkem / k sezení / k stání,Celková délka/šířka/výška [mm],Rozvor [mm],Rozchod [mm],Provozní hmotnost,Největší technicky přípustná/povolená hmotnost [kg],Největší technicky přípustná/povolená hmotnost na nápravu [kg],Největší technicky přípustná/povolená hmotnost přípojného vozidla [kg] brzděného,Největší technicky přípustná/povolená hmotnost přípojného vozidla [kg] nebrzděného,Největší technicky přípustná/povolená hmotnost jízdní soupravy [kg],Hmotnosti vozidla při testu WLTP,Průměrná hodnota užitečného zatížení,Spojovací zařízení - druh,Počet náprav - z toho poháněných,Kola a pneumatiky na nápravě - rozměry/montáž [N.1; N.2; N.3; N.4],Vnější hluk vozidla [dB(A)] - stojícího při ot. [min⁻¹],Za jízdy,Nejvyšší rychlost [km.h⁻¹],Poměr Výkon/Hmotnost [kW.kg⁻¹],Inovativní technologie,Stupeň dokončení,Faktor odchylky - DE,Faktor verifikace - Vf,Účel vozidla,Další záznamy,Alternativní provedení,Číslo TP,Číslo ORV,Druh RZ,Zařazení vozidla,Status,PČV,ABS,Airbag,ASR,Brzdy nouzová,Brzdy odlehčovací,Brzdy parkovací,Brzdy provozní,Doplňkový text na TP,Hmotnosti provozní Do,Hmotnosti zatížení SZ,Hmotnosti zatížení SZ typ,Hydropohon,Objem cisterny,Zatížení střechy,Číslo motoru,Nejvyšší rychlost omezení,Ovládání brzd SZ,Ovládání brzd SZ druh,Retarder,Rok výroby,Délka do,Ložná délka,Ložná šířka,Výška do,Typ kód,RM zániku,Stupeň autonomity vozidla,Varianta RZ
1979-01-01,1985-12-04,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,2070684,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,2070684,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AF178098,,OSOBNÍ,RSV,ZÁNIK,1637,False,,False,True,False,True,True,ztracen TP,,,,,0,50,085737/2,,,,,1979,,0,0,,TMB12M00L,KYJOV,Neuvedeno,
1974-01-01,1989-05-22,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,2261071,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,2261071,HNĚDÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AL195281,,OSOBNÍ,RSV,ZÁNIK,1638,False,,False,True,False,True,True,nestandardní pneumatiky 155 x 14                ráfek 4.5j x 14                                 provedena přestavba z škoda 100,,,,,0,50,283203/2,,,,,1974,,0,0,,TMB12M00L,SEMILY,Neuvedeno,
1968-01-01,1982-05-26,0698-000-75,,OSOBNÍ AUTOMOBIL,,M1,ŠKODA,ŠKODA 100 / 722,,,1547526,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA,988,false,false,," / ",Neuvedeno,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1547526,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,,,,,,,,,AH678561,PAP,OSOBNÍ,RSV,ZÁNIK,1639,False,,False,False,False,True,True,,,,,,,0,311486/2,,,,,1968,,0,0,,722,STRAKONICE,Neuvedeno,
1976-01-01,1980-01-01,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,1574495,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1574495,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AE183698,,OSOBNÍ,RSV,ZÁNIK,1640,False,,False,False,False,True,True,v.č.1481,,,,,0,0,580220/8,,,,,1976,,0,0,,722,KOLÍN,Neuvedeno,
1974-10-21,1974-10-21,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,1298429,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1298429,BÍLÁ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AD536670,,OSOBNÍ,RSV,ZÁNIK,1641,False,,False,False,False,True,True,,,,,,0,0,301523/8,,,,,1974,,0,0,,722,OSTRAVA,Neuvedeno,
1971-01-01,1986-03-05,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,681156,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,681156,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AC755833,,OSOBNÍ,RSV,ZÁNIK,1642,False,,False,False,False,True,True,,,,,,0,0,598865/8,,,,,1971,,0,0,,722,BRANDÝS NAD LABEM-STARÁ BOLESLAV,Neuvedeno,
1984-05-18,1984-05-18,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,TMB12M00LE2936252,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,TMB12M00LE2936252,ORANŽOVÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AH280356,AAK641494,OSOBNÍ,RSV,ZÁNIK,1643,False,,False,True,False,True,True,RN - NE,,,,,0,50,990200/2,,,,,1984,,0,0,,TMB12M00L,ORLOVÁ,Neuvedeno,
1980-01-01,1989-07-11,1047-001-87,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 LS TMB12M0LS / TMB12M0LS,LS,,A2228905,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 X M II,40 / 5200,BA 96,1174,false,false,," / ",,0," /  / ",,,,ČSN,8.9 / 6.5 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,A2228905,MODRÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",885,1285/ 1285,545/ 545|740/ 740|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,150,0,,,,,,,,AG144117,BAC159585,OSOBNÍ,RSV,ZÁNIK,1644,False,,False,True,False,True,True,"změna TP dříve-Neuman Jiří,Hlinsko,Budovatelů                                              1203",,,,,0,50,248915/9,,,,,1980,,0,0,,TMB12M0LS,HLINSKO,Neuvedeno,
1979-01-01,1990-06-27,1047-002-82,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 120 / ",,,A2170871,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12,38 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,A2170871,ZELENÁ-ZÁKLADNÍ,,5 / 5 / 0,4160/ 1595/ 1400,2400,"/ / / ",855,1255/ 1255,530/ 530|725/ 725|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 SR 13/ 4.5J X 13|165 SR 13/ 4.5J X 13|/ |/ |,0/ 0,80,132,0,,,,,,,,AF223016,AAB491041,OSOBNÍ,RSV,ZÁNIK,1645,False,,False,True,False,True,True,,,,,,0,50,189656/2,,,,,1979,,0,0,,,BYSTŘICE NAD PERNŠTEJNEM,Neuvedeno,
1974-01-01,1982-12-07,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,1091811,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1091811,ZELENÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AD346006,,OSOBNÍ,RSV,ZÁNIK,1646,False,,False,False,False,True,True,,,,,,0,0,192341/8,,,,,1974,,0,0,,722,BEROUN,Neuvedeno,
1985-01-01,1989-09-11,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,F3057653,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,F3057653,BÍLÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AH656206,,OSOBNÍ,RSV,ZÁNIK,1647,False,,False,True,False,True,True,,,,,,0,50,01003-26-6,,,,,1985,,0,0,,TMB12M00L,TEPLICE,Neuvedeno,
1969-11-07,1969-11-07,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,476597,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,476597,MODROZEL-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AC451910,,OSOBNÍ,RSV,ZÁNIK,1648,False,,False,False,False,True,True,,,,,,0,0,470103/8,,,,,1969,,0,0,,722,ORLOVÁ,Neuvedeno,
1965-01-01,1992-02-24,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,1508336,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1508336,ČERVENÁ-TMAVÁ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AC283101,AAA734560,OSOBNÍ,RSV,ZÁNIK,1649,False,,False,False,False,True,True,BN,,,,,0,0,513769/8,,,,,1965,,0,0,,722,ŽATEC,Neuvedeno,
1974-01-01,1980-06-17,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,1095532,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1095532,ŠEDÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AD317316,,OSOBNÍ,RSV,ZÁNIK,1650,False,,False,False,False,True,True,,,,,,0,0,195634/8,,,,,1974,,0,0,,722,ŠUMPERK,Neuvedeno,
1980-02-25,1980-02-25,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,A2183586,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,A2183586,BÍLÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AF165437,,OSOBNÍ,RSV,ZÁNIK,1651,False,,False,True,False,True,True,,,,,,0,50,202812/2,,,,,1980,,0,0,,TMB12M00L,PELHŘIMOV,Neuvedeno,
1982-01-01,1985-04-16,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,C2614009,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,C2614009,MODRÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AG449301,AAD874588,OSOBNÍ,RSV,ZÁNIK,1652,False,,False,True,False,True,True,,,,,,0,50,363726/1,,,,,1982,,0,0,,TMB12M00L,MD (vozidlo bez RM),Neuvedeno,
1979-01-01,1986-09-24,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,A2154884,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,A2154884,ORANŽOVÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AF162127,,OSOBNÍ,RSV,ZÁNIK,1653,False,,False,True,False,True,True,"týž majitel, původně Třebíč,Malinovského 15",,,,,0,50,172146/2,,,,,1979,,0,0,,TMB12M00L,BRNO,Neuvedeno,
1981-09-15,1981-09-15,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L / ",,,C2462488,.,.,.,742.10,0 / 0,BA 90,1046,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,C2462488,ČERVENÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AG475088,AAE881653,OSOBNÍ,RSV,ZÁNIK,1654,,,,False,False,False,False,barva:písková,,,,,0,0,494162/1,,,,,1981,,0,0,,,PACOV,Neuvedeno,
1989-01-01,1991-03-18,1482-001-86,,Osobní automobil-kombi,.,M1,.,"DACIA 1310 BREAK / ",,,UU1R13300K0065423,.,.,.,810-99,0 / 0,BA 96,1289,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,UU1R13300K0065423,BÍLÁ,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",980,1380/ 1380,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AK044480,,OSOBNÍ,RSV,VÝVOZ,1655,,,,False,False,False,False,OTP č.AAB 044480                                rumunsko,,,,,0,0,1119330,,,,,1989,,0,0,,,,Neuvedeno,
1976-09-14,1976-09-14,1063,,OSOBNÍ AUTOMOBIL,.,M1,.,"MOSKVIČ 2138 / ",,,6686,.,.,.,408,0 / 0,BA 90,1357,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,6686,ZELENÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",1045,1440/ 1440,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AE381718,,OSOBNÍ,RSV,ZÁNIK,1656,,,,False,False,False,False,,,,,,0,0,20094,,,,,1976,,0,0,,,RAKOVNÍK,Neuvedeno,
1972-01-01,1988-12-15,780,,OSOBNÍ AUTOMOBIL,.,M1,.,"VAZ 2101 / ",,,0179177,.,.,.,VAZ 2101,0 / 0,BA 96,1198,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,0179177,ZELENÁ-TMAVÁ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",945,1345/ 1345,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AC909918,,OSOBNÍ,RSV,VÝVOZ,1659,,,,False,False,False,False,"stará adresa: česká rybná 31                    Vývoz Bělorusko: Ševčenko Vladimír Kirilovič    Borisov, nar. 20.3.1941     H-989-86",,,,,0,0,489478,,,,,1972,,0,0,,,,Neuvedeno,
1968-01-01,1993-10-21,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,1345289,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1345289,MODRÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AC202715,AAE177650,OSOBNÍ,RSV,ZÁNIK,1660,False,,False,False,False,True,True,taž.zař.v.č.392/98,,,,,0,0,334864/7,,,,,1968,,0,0,,722,BRUNTÁL,Neuvedeno,
1969-01-01,1987-06-18,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,9108518,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,9108518,ČERVENÁ-TMAVÁ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AE162316,,OSOBNÍ,RSV,PROVOZOVANÉ,1661,False,,False,False,False,True,True,7.3.1999-OTP zadrženo,,,,,0,0,580149/8,,,,,1969,,0,0,,722,,Neuvedeno,
1971-01-01,1971-01-01,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 100 / 722,,,1589734,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1589734,ZELENÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,82,125,0,,,,,,,,AC830077,AAB887118,OSOBNÍ,RSV,ZÁNIK,1662,False,,False,False,False,True,True,do c.v. 400kg v.č.5387,,,,,0,0,713140/8,,,,,1971,,0,0,,722,MD (vozidlo bez RM),Neuvedeno,
1968-01-01,1969-10-08,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,2430813,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,2430813,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AC008817,,OSOBNÍ,RSV,ZÁNIK,1663,False,,False,True,False,True,True,,,,,,0,50,461545/2,,,,,1968,,0,0,,TMB12M00L,ÚSTÍ NAD LABEM,Neuvedeno,
